AT2G38340	Carub.0004s2032
AT4G37010	Carub.0007s0321
AT4G24550	Carub.0007s1652
AT4G37020	Carub.0007s0322
AT4G12930	Carub.0007s2985
AT4G24540	Carub.0007s1653
AT4G37030	Carub.0007s0323
AT4G24530	Carub.0007s1654
AT2G19050	Carub.0003s3329
AT2G22420	Carub.0007s2981
AT2G19010	Carub.0003s3327
AT4G12970	Carub.0007s2980
AT4G24570	Carub.0007s1650
AT2G18980	Carub.0003s3321
AT1G58055	Carub.0003s3322
AT2G18969	Carub.0003s3320
AT2G19000	Carub.0003s3326
AT2G36310	Carub.0004s1808
AT2G36300	Carub.0004s1805
AT2G36305	Carub.0004s1806
AT2G36290	Carub.0004s1803
AT2G36295	Carub.0004s1804
AT2G36250	Carub.0004s1801
AT4G36980	Carub.0007s0317
AT4G24590	Carub.0007s1648
AT2G36270	Carub.0004s1802
AT4G24580	Carub.0007s1649
AT4G36990	Carub.0007s0319
AT2G36240	Carub.0004s1800
AT4G13010	Carub.0007s2976
AT4G24620	Carub.0007s1644
AT4G36945	Carub.0007s0313
AT4G24610	Carub.0007s1645
AT4G36950	Carub.0007s0314
AT4G12980	Carub.0007s2978
AT4G36960	Carub.0007s0315
AT4G13000	Carub.0007s2977
AT4G30730	Carub.0007s1647
AT4G36970	Carub.0007s0316
AT4G24660	Carub.0007s1640
AT4G24650	Carub.0007s1641
AT4G36920	Carub.0007s0310
AT4G13030	Carub.0007s2974
AT4G24640	Carub.0007s1642
AT4G36930	Carub.0007s0311
AT4G13040	Carub.0007s2973
AT4G24630	Carub.0007s1643
AT4G36940	Carub.0007s0312
AT4G24260	Carub.0007s1680
AT4G36820	Carub.0007s0350
AT4G24250	Carub.0007s1681
AT4G36810	Carub.0007s0351
AT4G24240	Carub.0007s1682
AT4G36800	Carub.0007s0352
AT4G24230	Carub.0007s1683
AT3G20680	Carub.0003s2066
AT2G19690	Carub.0003s3398
AT2G19710	Carub.0003s3399
AT3G20670	Carub.0003s2065
AT2G19670	Carub.0003s3396
AT3G20720	Carub.0003s2068
AT2G19680	Carub.0003s3397
AT3G20730	Carub.0003s2069
AT2G36390	Carub.0004s1819
AT2G36370	Carub.0004s1817
AT4G12560	Carub.0006s3183
AT3G20750	Carub.0003s2071
AT4G12570	Carub.0006s3184
AT2G36360	Carub.0004s1815
AT3G20740	Carub.0003s2070
AT4G12580	Carub.0006s3185
AT2G36340	Carub.0004s1812
AT3G20770	Carub.0003s2073
AT4G12590	Carub.0006s3186
AT2G36350	Carub.0004s1813
AT3G20760	Carub.0003s2072
AT2G36325	Carub.0004s1810
AT3G20790	Carub.0003s2075
AT4G12610	Carub.0006s3188
AT2G36330	Carub.0004s1811
AT3G20780	Carub.0003s2074
AT4G36860	Carub.0007s0346
AT4G24275	Carub.0007s1677
AT4G36850	Carub.0007s0347
AT4G24270	Carub.0007s1678
AT4G36840	Carub.0007s0348
AT4G24265	Carub.0007s1679
AT4G36830	Carub.0007s0349
AT4G37235	Carub.0007s0342
AT4G24320	Carub.0007s1673
AT4G37240	Carub.0007s0343
AT4G24310	Carub.0007s1674
AT4G24290	Carub.0007s1675
AT4G36870	Carub.0007s0345
AT4G24280	Carub.0007s1676
AT4G24340	Carub.0007s1670
AT4G37210	Carub.0007s0340
AT4G37220	Carub.0007s0341
AT4G24330	Carub.0007s1672
AT3G20570	Carub.0003s2055
AT2G19580	Carub.0003s3387
AT3G20560	Carub.0003s2054
AT2G19590	Carub.0003s3388
AT2G19560	Carub.0003s3385
AT3G20580	Carub.0003s2056
AT2G19570	Carub.0003s3386
AT3G20620	Carub.0003s2059
AT3G20590	Carub.0003s2058
AT2G36480	Carub.0004s1829
AT2G19600	Carub.0003s3389
AT2G36470	Carub.0004s1828
AT2G19620	Carub.0003s3391
AT2G36440	Carub.0004s1825
AT4G14695	Carub.0006s3196
AT2G36450	Carub.0004s1826
AT4G37200	Carub.0007s0339
AT2G36420	Carub.0004s1823
AT4G05590	Carub.0006s3197
AT2G19640	Carub.0003s3394
AT3G20640	Carub.0003s2062
AT2G36430	Carub.0004s1824
AT4G05540	Carub.0006s3198
AT3G20630	Carub.0003s2061
AT4G05530	Carub.0006s3199
AT3G20660	Carub.0003s2064
AT2G36410	Carub.0004s1822
AT3G20650	Carub.0003s2063
AT4G37160	Carub.0007s0335
AT4G12830	Carub.0007s2998
AT4G24390	Carub.0007s1666
AT2G36400	Carub.0004s1820
AT4G12840	Carub.0007s2997
AT4G24380	Carub.0007s1667
AT4G37180	Carub.0007s0337
AT4G24370	Carub.0007s1668
AT4G37190	Carub.0007s0338
AT4G24350	Carub.0007s1669
AT4G13266	Carub.0007s2994
AT4G24450	Carub.0007s1662
AT4G37130	Carub.0007s0332
AT4G24440	Carub.0007s1663
AT4G37140	Carub.0007s0333
AT4G12860	Carub.0007s2996
AT4G24430	Carub.0007s1664
AT4G37150	Carub.0007s0334
AT4G05620	Carub.0006s3192
AT4G24400	Carub.0007s1665
AT4G36620	Carub.0007s0371
AT4G36610	Carub.0007s0372
AT4G36590	Carub.0007s0374
AT4G36630	Carub.0007s0370
AT3G20480	Carub.0003s2044
AT2G19480	Carub.0003s3377
AT3G20500	Carub.0003s2046
AT2G19460	Carub.0003s3374
AT3G20490	Carub.0003s2045
AT3G20520	Carub.0003s2048
AT2G25430	Carub.0004s0509
AT3G20530	Carub.0003s2049
AT2G19500	Carub.0003s3379
AT2G36570	Carub.0004s1839
AT2G25420	Carub.0004s0508
AT2G25344	Carub.0004s0502
AT2G36550	Carub.0004s1834
AT2G19540	Carub.0003s3383
AT2G36540	Carub.0004s1835
AT3G20540	Carub.0003s2050
AT2G19550	Carub.0003s3384
AT4G02850	Carub.0004s0501
AT2G36500	Carub.0004s1832
AT3G20557	Carub.0003s2053
AT2G19520	Carub.0003s3381
AT2G25355	Carub.0004s0503
AT2G36530	Carub.0004s1833
AT2G19530	Carub.0003s3382
AT4G24110	Carub.0007s1699
AT4G04957	Carub.0004s1830
AT2G36490	Carub.0004s1831
AT4G36640	Carub.0007s0369
AT2G37450	Carub.0004s0500
AT4G24150	Carub.0007s1695
AT4G36680	Carub.0007s0364
AT4G24140	Carub.0007s1696
AT4G36670	Carub.0007s0365
AT4G24130	Carub.0007s1697
AT4G24120	Carub.0007s1698
AT4G36650	Carub.0007s0367
AT4G24180	Carub.0007s1691
AT4G36720	Carub.0007s0360
AT4G24175	Carub.0007s1692
AT4G36710	Carub.0007s0361
AT4G24170	Carub.0007s1693
AT4G36700	Carub.0007s0362
AT4G24160	Carub.0007s1694
AT4G36690	Carub.0007s0363
AT4G24190	Carub.0007s1690
AT2G19390	Carub.0003s3365
AT3G20390	Carub.0003s2033
AT3G20410	Carub.0003s2035
AT2G19385	Carub.0003s3364
AT3G20395	Carub.0003s2034
AT3G20430	Carub.0003s2037
AT2G19400	Carub.0003s3369
AT3G20420	Carub.0003s2036
AT3G20450	Carub.0003s2039
AT3G20440	Carub.0003s2038
AT2G36670	Carub.0004s1849
AT2G25490	Carub.0004s0519
AT2G36650	Carub.0004s1847
AT2G36660	Carub.0004s1848
AT2G36630	Carub.0004s1845
AT3G20460	Carub.0003s2040
AT2G36640	Carub.0004s1846
AT2G19450	Carub.0003s3373
AT2G36610	Carub.0004s1843
AT3G20475	Carub.0003s2042
AT2G19410	Carub.0003s3370
AT2G36620	Carub.0004s1844
AT3G20470	Carub.0003s2041
AT2G19430	Carub.0003s3371
AT2G36590	Carub.0004s1841
AT4G36750	Carub.0007s0357
AT4G36740	Carub.0007s0358
AT4G24200	Carub.0007s1689
AT4G36730	Carub.0007s0359
AT2G25460	Carub.0004s0510
AT2G36580	Carub.0004s1840
AT4G36790	Carub.0007s0353
AT4G36780	Carub.0007s0354
AT4G36770	Carub.0007s0355
AT4G24210	Carub.0007s1686
AT4G36760	Carub.0007s0356
AT4G24204	Carub.0007s1687
AT2G24670	Carub.0004s0407
AT2G35658	Carub.0004s1739
AT2G24650	Carub.0004s0406
AT4G04710	Carub.0006s3261
AT2G35650	Carub.0004s1737
AT2G24681	Carub.0004s0408
AT2G24630	Carub.0004s0403
AT1G11980	Carub.0004s1735
AT4G04745	Carub.0006s3264
AT2G24610	Carub.0004s0402
AT2G35640	Carub.0004s1736
AT4G04750	Carub.0006s3265
AT2G35620	Carub.0004s1733
AT2G24640	Carub.0004s0404
AT2G35612	Carub.0004s1731
AT2G35615	Carub.0004s1732
AT2G24590	Carub.0004s0401
AT2G24580	Carub.0004s0400
AT2G35610	Carub.0004s1730
AT3G21090	Carub.0003s2099
AT4G04760	Carub.0006s3268
AT3G21080	Carub.0003s2098
AT2G24700	Carub.0004s0418
AT4G04780	Carub.0006s3270
AT4G04790	Carub.0006s3271
AT4G04800	Carub.0006s3272
AT2G35750	Carub.0004s1748
AT2G35760	Carub.0004s1749
AT2G35730	Carub.0004s1746
AT4G04840	Carub.0006s3275
AT2G35736	Carub.0004s1747
AT2G24696	Carub.0004s0416
AT4G04850	Carub.0006s3276
AT2G35710	Carub.0004s1744
AT4G04860	Carub.0006s3277
AT2G35720	Carub.0004s1745
AT2G35690	Carub.0004s1742
AT2G35700	Carub.0004s1743
AT2G35670	Carub.0004s1740
AT2G24690	Carub.0004s0411
AT2G35680	Carub.0004s1741
AT4G04870	Carub.0006s3278
AT3G20898	Carub.0003s2088
AT4G04880	Carub.0006s3279
AT3G20890	Carub.0003s2087
AT3G20910	Carub.0003s2089
AT4G04890	Carub.0006s3281
AT3G20930	Carub.0003s2091
AT4G13490	Carub.0007s2906
AT4G04900	Carub.0006s3282
AT3G20920	Carub.0003s2090
AT4G13460	Carub.0007s2909
AT4G04910	Carub.0006s3283
AT3G20970	Carub.0003s2093
AT4G13480	Carub.0007s2908
AT4G04920	Carub.0006s3284
AT3G20935	Carub.0003s2092
AT4G04930	Carub.0006s3285
AT2G35800	Carub.0004s1757
AT4G13510	Carub.0007s2903
AT4G04940	Carub.0006s3286
AT4G13520	Carub.0007s2902
AT3G21070	Carub.0003s2097
AT2G35790	Carub.0004s1755
AT3G21060	Carub.0003s2096
AT2G35795	Carub.0004s1756
AT2G35770	Carub.0004s1751
AT4G13530	Carub.0007s2901
AT2G35780	Carub.0004s1752
AT4G13540	Carub.0007s2900
AT2G35765	Carub.0004s1750
AT4G04885	Carub.0006s3280
AT4G04955	Carub.0006s3289
AT3G20810	Carub.0003s2077
AT3G20800	Carub.0003s2076
AT3G20830	Carub.0003s2079
AT3G20820	Carub.0003s2078
AT3G20840	Carub.0003s2080
AT4G04972	Carub.0006s3293
AT5G06040	Carub.0004s0439
AT4G04980	Carub.0006s3294
AT4G04990	Carub.0006s3295
AT2G35930	Carub.0004s1768
AT3G20865	Carub.0003s2084
AT5G24640	Carub.0006s3296
AT2G35940	Carub.0004s1769
AT4G05000	Carub.0006s3297
AT3G20860	Carub.0003s2083
AT2G35910	Carub.0004s1766
AT4G05010	Carub.0006s3298
AT3G20880	Carub.0003s2086
AT4G05020	Carub.0006s3299
AT2G35920	Carub.0004s1767
AT3G20870	Carub.0003s2085
AT2G35890	Carub.0004s1764
AT2G13985	Carub.0004s0431
AT2G35900	Carub.0004s1765
AT2G35860	Carub.0004s1762
AT2G35880	Carub.0004s1763
AT2G35840	Carub.0004s1760
AT2G35850	Carub.0004s1761
AT4G04960	Carub.0006s3290
AT4G04210	Carub.0006s3212
AT4G04260	Carub.0006s3214
AT4G04320	Carub.0006s3215
AT4G04330	Carub.0006s3216
AT4G04340	Carub.0006s3217
AT4G04350	Carub.0006s3219
AT5G45230	Carub.0007s2929
AT4G13340	Carub.0007s2928
AT4G39753	Carub.0004s0447
AT2G36050	Carub.0004s1779
AT2G33233	Carub.0007s2925
AT4G13345	Carub.0007s2924
AT4G04360	Carub.0006s3220
AT2G24840	Carub.0004s0446
AT2G36020	Carub.0004s1777
AT4G04370	Carub.0006s3221
AT2G24860	Carub.0004s0449
AT2G36026	Carub.0004s1778
AT2G36000	Carub.0004s1775
AT4G13360	Carub.0007s2921
AT2G24800	Carub.0004s0443
AT2G36010	Carub.0004s1776
AT4G13370	Carub.0007s2920
AT2G24790	Carub.0004s0442
AT4G13350	Carub.0007s2923
AT2G24830	Carub.0004s0445
AT2G24820	Carub.0004s0444
AT2G35990	Carub.0004s1774
AT2G35980	Carub.0004s1772
AT2G24765	Carub.0004s0441
AT2G24762	Carub.0004s0440
AT2G35950	Carub.0004s1770
AT2G36130	Carub.0004s1790
AT4G04450	Carub.0006s3224
AT4G04460	Carub.0006s3225
AT4G04470	Carub.0006s3226
AT4G04480	Carub.0006s3227
AT4G04490	Carub.0006s3228
AT4G04500	Carub.0006s3229
AT4G13395	Carub.0007s2917
AT4G04510	Carub.0006s3230
AT4G13420	Carub.0007s2913
AT4G13400	Carub.0007s2916
AT2G36120	Carub.0004s1789
AT4G13410	Carub.0007s2915
AT4G04540	Carub.0006s3233
AT4G13450	Carub.0007s2910
AT2G24970	Carub.0004s0454
AT3G42960	Carub.0004s1786
AT4G13430	Carub.0007s2912
AT2G36100	Carub.0004s1784
AT2G25000	Carub.0004s0456
AT4G13440	Carub.0007s2911
AT2G36080	Carub.0004s1782
AT2G24940	Carub.0004s0450
AT2G36090	Carub.0004s1783
AT2G36060	Carub.0004s1780
AT2G24960	Carub.0004s0452
AT2G36070	Carub.0004s1781
AT2G24950	Carub.0004s0451
AT4G24880	Carub.0007s1619
AT4G13200	Carub.0007s2947
AT4G24910	Carub.0007s1615
AT4G13210	Carub.0007s2946
AT2G25100	Carub.0004s0468
AT2G36230	Carub.0004s1799
AT4G04610	Carub.0006s3244
AT4G24890	Carub.0007s1618
AT4G13235	Carub.0007s2943
AT2G36210	Carub.0004s1797
AT4G24950	Carub.0007s1611
AT2G25070	Carub.0004s0465
AT4G13240	Carub.0007s2942
AT2G36220	Carub.0004s1798
AT4G24940	Carub.0007s1612
AT2G25060	Carub.0004s0464
AT4G13220	Carub.0007s2945
AT2G36190	Carub.0004s1795
AT4G24930	Carub.0007s1613
AT2G25090	Carub.0004s0467
AT4G13230	Carub.0007s2944
AT2G36200	Carub.0004s1796
AT2G25080	Carub.0004s0466
AT4G13250	Carub.0007s2941
AT2G36145	Carub.0004s1791
AT4G24960	Carub.0007s1610
AT4G04614	Carub.0006s3245
AT4G04620	Carub.0006s3246
AT4G04630	Carub.0006s3247
AT4G04640	Carub.0006s3249
AT4G24970	Carub.0007s1608
AT3G24535	Carub.0007s2939
AT4G04670	Carub.0006s3250
AT4G24990	Carub.0007s1604
AT4G13260	Carub.0007s2935
AT4G24973	Carub.0007s1605
AT2G25200	Carub.0004s0479
AT4G24972	Carub.0007s1607
AT4G25030	Carub.0007s1600
AT2G25180	Carub.0004s0476
AT4G13330	Carub.0007s2931
AT4G25020	Carub.0007s1601
AT4G13270	Carub.0007s2934
AT4G25010	Carub.0007s1602
AT2G25190	Carub.0004s0478
AT4G25000	Carub.0007s1603
AT2G25185	Carub.0004s0477
AT2G25120	Carub.0004s0472
AT2G25110	Carub.0004s0471
AT5G45240	Carub.0007s2930
AT2G25140	Carub.0004s0474
AT2G25130	Carub.0004s0473
AT2G25280	Carub.0004s0490
AT2G25295	Carub.0004s0492
AT2G25290	Carub.0004s0491
AT2G25270	Carub.0004s0489
AT2G25260	Carub.0004s0488
AT2G25220	Carub.0004s0483
AT2G25125	Carub.0004s0482
AT2G25310	Carub.0004s0494
AT2G25300	Carub.0004s0493
AT4G05520	Carub.0006s3200
AT4G04180	Carub.0006s3209
AT4G03820	Carub.0006s3202
AT4G03960	Carub.0006s3203
AT4G03965	Carub.0006s3204
AT4G04020	Carub.0006s3205
AT4G04025	Carub.0006s3206
AT4G04040	Carub.0006s3207
AT4G04190	Carub.0006s3210
AT4G04200	Carub.0006s3211
AT3G61180	Carub.0230s0001
AT4G37540	Carub.0007s0272
AT1G09750	Carub.0001s0909
AT1G09740	Carub.0001s0908
AT1G09730	Carub.0001s0907
AT1G09720	Carub.0001s0906
AT1G09710	Carub.0001s0905
AT1G09700	Carub.0001s0904
AT1G09680	Carub.0001s0902
AT1G09660	Carub.0001s0901
AT1G09645	Carub.0001s0900
AT4G37580	Carub.0007s0269
AT4G25080	Carub.0007s1596
AT4G37610	Carub.0007s0265
AT4G25070	Carub.0007s1597
AT4G25050	Carub.0007s1598
AT4G25040	Carub.0007s1599
AT4G37590	Carub.0007s0268
AT4G25110	Carub.0007s1592
AT4G37660	Carub.0007s0261
AT4G25100	Carub.0007s1593
AT4G37650	Carub.0007s0262
AT4G37640	Carub.0007s0263
AT4G25090	Carub.0007s1595
AT4G37630	Carub.0007s0264
AT4G25130	Carub.0007s1590
AT4G25120	Carub.0007s1591
AT4G37670	Carub.0007s0260
AT4G25140	Carub.0007s1589
AT4G25180	Carub.0007s1585
AT4G37710	Carub.0007s0254
AT4G25170	Carub.0007s1586
AT4G37700	Carub.0007s0255
AT4G25160	Carub.0007s1587
AT4G25150	Carub.0007s1588
AT4G37380	Carub.0007s0292
AT4G37430	Carub.0007s0287
AT4G37420	Carub.0007s0288
AT4G37450	Carub.0007s0283
AT4G37445	Carub.0007s0284
AT4G37440	Carub.0007s0285
AT4G37435	Carub.0007s0286
AT4G37480	Carub.0007s0280
AT4G37470	Carub.0007s0281
AT4G37460	Carub.0007s0282
AT4G37510	Carub.0007s0278
AT4G37490	Carub.0007s0279
AT3G21160	Carub.0003s2109
AT2G20100	Carub.0003s3437
AT3G21150	Carub.0003s2108
AT2G20110	Carub.0003s3438
AT2G20050	Carub.0003s3431
AT3G21100	Carub.0003s2100
AT2G20030	Carub.0003s3430
AT2G20070	Carub.0003s3435
AT2G20080	Carub.0003s3436
AT2G25409	Carub.0003s3433
AT2G20060	Carub.0003s3434
AT2G20020	Carub.0003s3429
AT2G20010	Carub.0003s3426
AT2G19950	Carub.0003s3420
AT2G19970	Carub.0003s3421
AT2G20000	Carub.0003s3424
AT2G19980	Carub.0003s3422
AT2G19990	Carub.0003s3423
AT4G37300	Carub.0007s0298
AT4G37295	Carub.0007s0299
AT2G19930	Carub.0003s3418
AT2G19880	Carub.0003s3415
AT2G19900	Carub.0003s3416
AT2G19940	Carub.0003s3419
AT2G19830	Carub.0003s3410
AT2G19860	Carub.0003s3413
AT2G19870	Carub.0003s3414
AT2G19780	Carub.0003s3406
AT2G19790	Carub.0003s3407
AT2G19760	Carub.0003s3404
AT2G19770	Carub.0003s3405
AT2G19800	Carub.0003s3408
AT2G19810	Carub.0003s3409
AT2G19740	Carub.0003s3402
AT2G19720	Carub.0003s3400
AT2G19730	Carub.0003s3401
AT3G21400	Carub.0003s2143
AT2G20362	Carub.0003s3475
AT3G21390	Carub.0003s2142
AT2G20370	Carub.0003s3476
AT3G21420	Carub.0003s2145
AT3G21410	Carub.0003s2144
AT2G20360	Carub.0003s3474
AT3G21450	Carub.0003s2147
AT3G21430	Carub.0003s2146
AT3G21465	Carub.0003s2149
AT2G20390	Carub.0003s3477
AT3G21460	Carub.0003s2148
AT2G20400	Carub.0003s3478
AT1G10430	Carub.0001s0988
AT1G59820	Carub.0001s0987
AT1G10417	Carub.0001s0986
AT3G21470	Carub.0003s2150
AT1G10410	Carub.0001s0985
AT2G20430	Carub.0003s3482
AT4G13968	Carub.0007s2848
AT4G25800	Carub.0007s1516
AT1G10400	Carub.0001s0984
AT2G20440	Carub.0003s3483
AT4G13970	Carub.0007s2847
AT4G25790	Carub.0007s1517
AT1G10390	Carub.0001s0983
AT2G20410	Carub.0003s3480
AT4G25780	Carub.0007s1518
AT3G21480	Carub.0003s2151
AT2G20420	Carub.0003s3481
AT4G25770	Carub.0007s1519
AT1G10385	Carub.0001s0981
AT4G13990	Carub.0007s2844
AT4G25835	Carub.0007s1512
AT4G14000	Carub.0007s2843
AT1G10380	Carub.0001s0980
AT4G25830	Carub.0007s1513
AT4G13980	Carub.0007s2846
AT4G25820	Carub.0007s1514
AT4G25810	Carub.0007s1515
AT4G14020	Carub.0007s2840
AT4G13992	Carub.0007s2842
AT4G25845	Carub.0007s1510
AT4G14010	Carub.0007s2841
AT4G25840	Carub.0007s1511
AT3G21305	Carub.0003s2132
AT2G20300	Carub.0003s3464
AT3G21295	Carub.0003s2131
AT2G20310	Carub.0003s3465
AT3G21310	Carub.0003s2134
AT2G20290	Carub.0003s3462
AT3G21300	Carub.0003s2133
AT3G21330	Carub.0003s2136
AT3G21320	Carub.0003s2135
AT2G20340	Carub.0003s3469
AT2G37195	Carub.0004s1909
AT3G21350	Carub.0003s2138
AT2G20330	Carub.0003s3467
AT1G10370	Carub.0001s0979
AT1G10360	Carub.0001s0978
AT2G37150	Carub.0004s1904
AT1G10350	Carub.0001s0977
AT2G37160	Carub.0004s1905
AT1G10340	Carub.0001s0976
AT2G37130	Carub.0004s1902
AT1G10330	Carub.0001s0975
AT4G14050	Carub.0007s2837
AT2G20350	Carub.0003s3471
AT4G25900	Carub.0007s1505
AT2G37110	Carub.0004s1900
AT4G14070	Carub.0007s2836
AT2G37120	Carub.0004s1901
AT4G25890	Carub.0007s1506
AT4G14030	Carub.0007s2839
AT3G21360	Carub.0003s2141
AT1G10310	Carub.0001s0972
AT4G25880	Carub.0007s1507
AT4G14040	Carub.0007s2838
AT4G25870	Carub.0007s1508
AT4G14090	Carub.0007s2833
AT1G10300	Carub.0001s0970
AT4G25940	Carub.0007s1501
AT4G25930	Carub.0007s1502
AT4G14080	Carub.0007s2835
AT4G14100	Carub.0007s2834
AT4G25910	Carub.0007s1504
AT4G14110	Carub.0007s2831
AT4G14120	Carub.0007s2830
AT4G25950	Carub.0007s1500
AT2G20260	Carub.0003s3459
AT4G13750	Carub.0007s2871
AT4G25580	Carub.0007s1540
AT3G21240	Carub.0003s2121
AT2G20208	Carub.0003s3453
AT3G21230	Carub.0003s2120
AT2G20210	Carub.0003s3454
AT2G37280	Carub.0004s1919
AT2G20240	Carub.0003s3457
AT3G21260	Carub.0003s2124
AT2G20250	Carub.0003s3458
AT2G37260	Carub.0004s1917
AT3G21270	Carub.0003s2126
AT2G20230	Carub.0003s3456
AT1G10290	Carub.0001s0968
AT2G37240	Carub.0004s1915
AT1G10280	Carub.0001s0967
AT2G37250	Carub.0004s1916
AT1G10270	Carub.0001s0966
AT2G37230	Carub.0004s1913
AT1G10240	Carub.0001s0965
AT2G37210	Carub.0004s1911
AT4G40080	Carub.0007s0207
AT1G10225	Carub.0001s0963
AT2G20270	Carub.0003s3460
AT4G25600	Carub.0007s1538
AT2G37220	Carub.0004s1912
AT4G40090	Carub.0007s0208
AT1G10220	Carub.0001s0962
AT2G20280	Carub.0003s3461
AT4G25590	Carub.0007s1539
AT4G13770	Carub.0007s2869
AT3G21290	Carub.0003s2130
AT1G10200	Carub.0001s0961
AT2G37200	Carub.0004s1910
AT4G40045	Carub.0007s0203
AT4G25640	Carub.0007s1534
AT4G13800	Carub.0007s2866
AT4G40050	Carub.0007s0204
AT4G40060	Carub.0007s0205
AT4G25620	Carub.0007s1536
AT4G13780	Carub.0007s2868
AT4G40070	Carub.0007s0206
AT4G25610	Carub.0007s1537
AT4G13790	Carub.0007s2867
AT4G13880	Carub.0007s2862
AT4G25660	Carub.0007s1531
AT4G13830	Carub.0007s2861
AT4G25650	Carub.0007s1532
AT4G40042	Carub.0007s0202
AT3G21215	Carub.0003s2118
AT2G20180	Carub.0003s3448
AT4G13840	Carub.0007s2860
AT3G21220	Carub.0003s2119
AT2G20190	Carub.0003s3449
AT3G21170	Carub.0003s2112
AT3G21165	Carub.0003s2111
AT3G21180	Carub.0003s2114
AT3G21175	Carub.0003s2113
AT1G10180	Carub.0001s0959
AT2G37380	Carub.0004s1928
AT3G21200	Carub.0003s2116
AT1G10170	Carub.0001s0958
AT2G20140	Carub.0003s3444
AT2G37390	Carub.0004s1929
AT3G21190	Carub.0003s2115
AT1G10155	Carub.0001s0957
AT2G20142	Carub.0003s3445
AT2G37360	Carub.0004s1926
AT1G10150	Carub.0001s0956
AT2G37370	Carub.0004s1927
AT1G10140	Carub.0001s0955
AT2G37330	Carub.0004s1924
AT1G10130	Carub.0001s0954
AT2G37340	Carub.0004s1925
AT1G10120	Carub.0001s0953
AT2G37310	Carub.0004s1922
AT1G10095	Carub.0001s0952
AT4G13850	Carub.0007s2859
AT2G37320	Carub.0004s1923
AT1G10090	Carub.0001s0951
AT4G25680	Carub.0007s1528
AT2G37290	Carub.0004s1920
AT1G10070	Carub.0001s0950
AT2G37300	Carub.0004s1921
AT4G13930	Carub.0007s2854
AT4G25720	Carub.0007s1524
AT4G13890	Carub.0007s2857
AT4G25700	Carub.0007s1525
AT4G25760	Carub.0007s1520
AT4G13940	Carub.0007s2853
AT4G25750	Carub.0007s1521
AT4G13950	Carub.0007s2852
AT4G13620	Carub.0007s2891
AT4G25410	Carub.0007s1560
AT4G13630	Carub.0007s2890
AT4G25400	Carub.0007s1561
AT4G37920	Carub.0007s0230
AT4G25390	Carub.0007s1562
AT4G37910	Carub.0007s0231
AT3G21810	Carub.0003s2189
AT2G37460	Carub.0004s1939
AT1G10050	Carub.0001s0947
AT1G10040	Carub.0001s0946
AT1G10030	Carub.0001s0945
AT3G21820	Carub.0003s2190
AT2G26210	Carub.0004s0605
AT2G37440	Carub.0004s1938
AT1G10020	Carub.0001s0944
AT4G11570	Carub.0006s3062
AT2G26190	Carub.0004s0604
AT1G10010	Carub.0001s0943
AT2G37430	Carub.0004s1935
AT2G26250	Carub.0004s0607
AT3G21825	Carub.0003s2191
AT2G26240	Carub.0004s0606
AT2G37410	Carub.0004s1933
AT3G21870	Carub.0003s2194
AT1G09980	Carub.0001s0941
AT4G37925	Carub.0007s0229
AT2G26150	Carub.0004s0601
AT2G37420	Carub.0004s1934
AT3G21865	Carub.0003s2193
AT1G09970	Carub.0001s0940
AT3G21890	Carub.0003s2196
AT2G26180	Carub.0004s0603
AT2G37400	Carub.0004s1932
AT3G21880	Carub.0003s2195
AT4G11580	Carub.0006s3068
AT2G26170	Carub.0004s0602
AT4G25433	Carub.0007s1556
AT4G37970	Carub.0007s0225
AT5G56800	Carub.0007s2887
AT4G37950	Carub.0007s0226
AT4G25430	Carub.0007s1558
AT4G37940	Carub.0007s0227
AT4G25420	Carub.0007s1559
AT4G37930	Carub.0007s0228
AT4G13640	Carub.0007s2889
AT4G38010	Carub.0007s0221
AT4G25450	Carub.0007s1553
AT4G38000	Carub.0007s0222
AT4G25440	Carub.0007s1554
AT4G37990	Carub.0007s0223
AT4G25434	Carub.0007s1555
AT1G50190	Carub.0007s2885
AT4G37980	Carub.0007s0224
AT4G11560	Carub.0006s3060
AT4G13670	Carub.0007s2880
AT4G38020	Carub.0007s0220
AT3G21710	Carub.0003s2176
AT3G21700	Carub.0003s2175
AT3G21720	Carub.0003s2177
AT1G09960	Carub.0001s0939
AT3G21750	Carub.0003s2179
AT2G26300	Carub.0004s0619
AT1G09950	Carub.0001s0935
AT2G37560	Carub.0004s1948
AT1G09940	Carub.0001s0934
AT4G11640	Carub.0006s3072
AT2G37570	Carub.0004s1949
AT1G09935	Carub.0001s0933
AT4G11650	Carub.0006s3073
AT2G26280	Carub.0004s0615
AT2G37540	Carub.0004s1946
AT3G21760	Carub.0003s2181
AT1G09932	Carub.0001s0932
AT4G11655	Carub.0006s3074
AT2G26290	Carub.0004s0618
AT2G37550	Carub.0004s1947
AT1G09930	Carub.0001s0931
AT4G11660	Carub.0006s3075
AT2G37520	Carub.0004s1944
AT4G38040	Carub.0007s0218
AT3G21770	Carub.0003s2183
AT1G09920	Carub.0001s0930
AT4G25500	Carub.0007s1549
AT2G26260	Carub.0004s0612
AT2G37530	Carub.0004s1945
AT4G38030	Carub.0007s0219
AT2G19820	Carub.0003s2182
AT4G11680	Carub.0006s3077
AT2G37500	Carub.0004s1942
AT3G21790	Carub.0003s2185
AT4G11690	Carub.0006s3078
