AT1G56060	CARHR045780
AT2G02955	CARHR145370
AT3G12030	CARHR086590
AT2G01500	CARHR144040
AT3G10680	CARHR085260
AT3G49650	CARHR158690
AT3G62710	CARHR172980
AT3G47390	CARHR156030
AT3G21330	CARHR097250
AT3G48560	CARHR157360
AT4G22560	CARHR229450
AT4G21445	CARHR228120
AT2G37550	CARHR132060
AT5G07690	CARHR205480
AT3G60000	CARHR170320
AT1G03540	CARHR002900
AT4G35390	CARHR243720
AT1G42615	CARHR145380
AT4G24330	CARHR231760
AT5G36950	CARHR216140
AT3G10690	CARHR085270
AT5G48470	CARHR183610
AT5G35430	CARHR217470
AT3G51390	CARHR160990
AT2G37540	CARHR132070
AT4G10910	CARHR255700
AT3G48550	CARHR157350
AT3G22690	CARHR098570
AT4G22550	CARHR229440
AT3G49645	CARHR158680
AT4G21440	CARHR228110
AT3G21320	CARHR097240
AT3G59990	CARHR170310
AT5G07680	CARHR205490
AT3G62700	CARHR172970
AT1G04555	CARHR003900
AT4G36600	CARHR244900
AT2G28260	CARHR121180
AT3G25560	CARHR146480
AT4G13110	CARHR218610
AT4G13980	CARHR219940
AT5G05270	CARHR207960
AT2G02720	CARHR145150
AT3G51190	CARHR160780
AT2G38480	CARHR133170
AT5G06570	CARHR206630
AT3G62410	CARHR172760
AT5G17770	CARHR195400
AT5G16500	CARHR196730
AT3G61150	CARHR171430
AT3G59760	CARHR170100
AT2G02730	CARHR145160
AT4G19910	CARHR146490
AT5G05280	CARHR207970
AT5G48580	CARHR183430
AT3G58730	CARHR169110
AT2G28250	CARHR121170
AT5G49450	CARHR182100
AT3G50330	CARHR159790
AT5G06560	CARHR206640
AT5G16490	CARHR196740
AT5G17760	CARHR195410
AT3G62420	CARHR172750
AT2G02740	CARHR145170
AT4G13160	CARHR218630
AT5G05250	CARHR207980
AT3G58750	CARHR169140
AT5G35200	CARHR217300
AT4G13990	CARHR219960
AT3G59630	CARHR220950
AT2G28240	CARHR121160
AT2G24030	CARHR184730
AT1G15370	CARHR015900
AT4G24190	CARHR231600
AT2G17787	CARHR108180
AT2G38490	CARHR133190
AT3G49490	CARHR158490
AT3G48410	CARHR157160
AT5G07880	CARHR205320
AT5G06550	CARHR206650
AT3G61160	CARHR171450
AT5G16520	CARHR196710
AT5G05240	CARHR207990
AT5G35220	CARHR217310
AT1G04560	CARHR003910
AT4G13180	CARHR218640
AT4G14000	CARHR219970
AT3G51200	CARHR160790
AT3G48380	CARHR157150
AT5G06540	CARHR206660
AT5G16510	CARHR196720
AT3G59770	CARHR170110
AT1G28400	CARHR027910
AT1G04590	CARHR003940
AT3G58770	CARHR169160
AT2G02750	CARHR145190
AT5G49400	CARHR182130
AT5G48560	CARHR183460
AT2G17770	CARHR108160
AT5G05330	CARHR207920
AT2G29210	CARHR122470
AT1G15385	CARHR015920
AT2G18950	CARHR109490
AT3G48430	CARHR157180
AT5G48545	CARHR183470
AT5G18910	CARHR194110
AT4G31010	CARHR171470
AT1G28410	CARHR027920
AT4G13955	CARHR219910
AT3G58760	CARHR169150
AT5G16460	CARHR196790
AT5G05310	CARHR207930
AT2G29180	CARHR122460
AT1G49850	CARHR039900
AT1G15380	CARHR015910
AT5G06600	CARHR206600
AT3G48425	CARHR157170
AT2G17780	CARHR108170
AT5G18900	CARHR194120
AT3G61170	CARHR171460
AT3G62450	CARHR172790
AT2G20010	CARHR110480
AT1G28420	CARHR027930
AT3G22380	CARHR098270
AT1G01170	CARHR001300
AT3G58790	CARHR169180
AT4G13970	CARHR219920
AT5G49430	CARHR182110
AT5G05300	CARHR207940
AT1G14205	CARHR014620
AT2G18910	CARHR109470
AT5G06590	CARHR206610
AT1G04620	CARHR003970
AT5G17750	CARHR195420
AT1G01160	CARHR001310
AT1G28395	CARHR027900
AT3G58780	CARHR169170
AT3G61180	CARHR171490
AT4G13150	CARHR218600
AT3G59820	CARHR170160
AT4G38140	CARHR293900
AT5G05290	CARHR207950
AT3G06280	CARHR121110
AT3G53690	CARHR184780
AT5G49410	CARHR182120
AT1G15400	CARHR015940
AT2G18940	CARHR109480
AT1G15390	CARHR015930
AT5G06580	CARHR206620
AT5G16470	CARHR196760
AT1G04610	CARHR003960
AT5G18920	CARHR194100
AT3G22400	CARHR098290
AT5G18850	CARHR194160
AT5G17690	CARHR195490
AT3G59845	CARHR170190
AT4G38150	CARHR293910
AT2G29130	CARHR122430
AT2G28210	CARHR121100
AT1G49880	CARHR039940
AT1G12970	CARHR013310
AT1G14220	CARHR014640
AT2G18890	CARHR109450
AT1G15415	CARHR015970
AT2G17750	CARHR108120
AT5G49350	CARHR182180
AT1G01140	CARHR001330
AT1G26665	CARHR025300
AT1G04635	CARHR003990
AT1G60050	CARHR052900
AT3G58800	CARHR169190
AT4G38170	CARHR293920
AT5G18830	CARHR194170
AT3G59840	CARHR170180
AT2G17760	CARHR108130
AT1G49890	CARHR039950
AT1G12950	CARHR013300
AT1G14210	CARHR014630
AT2G18900	CARHR109460
AT1G15410	CARHR015960
AT1G50890	CARHR040930
AT2G29120	CARHR122410
AT1G28480	CARHR027970
AT1G26660	CARHR025310
AT1G01150	CARHR001320
AT1G24485	CARHR026640
AT3G02880	CARHR076900
AT1G24520	CARHR026600
AT2G20000	CARHR110420
AT5G17710	CARHR195470
AT2G18860	CARHR109430
AT1G15430	CARHR015990
AT2G30390	CARHR123740
AT1G49870	CARHR039920
AT1G12990	CARHR013330
AT1G11690	CARHR012000
AT1G49860	CARHR039910
AT2G30380	CARHR123730
AT5G48540	CARHR183490
AT1G28440	CARHR027940
AT4G20480	CARHR002680
AT5G17700	CARHR195480
AT5G18840	CARHR194150
AT5G64350	CARHR278290
AT2G19990	CARHR110410
AT2G18876	CARHR109440
AT1G15420	CARHR015980
AT4G38160	CARHR293940
AT5G05340	CARHR207910
AT3G02885	CARHR076910
AT1G34480	CARHR039930
AT1G12980	CARHR013320
AT3G27325	CARHR040910
AT5G49360	CARHR182170
AT2G30370	CARHR123720
AT1G24490	CARHR026620
AT1G01120	CARHR001340
AT1G28470	CARHR027950
AT1G49950	CARHR039980
AT1G13020	CARHR013350
AT1G11710	CARHR012020
AT1G14260	CARHR014680
AT4G38180	CARHR293950
AT2G18850	CARHR109410
AT3G28345	CARHR292620
AT1G01090	CARHR001370
AT1G24460	CARHR026670
AT1G26630	CARHR025340
AT1G50910	CARHR040960
AT1G70430	CARHR063600
AT5G64340	CARHR278270
AT1G49960	CARHR039990
AT1G13000	CARHR013340
AT1G47720	CARHR037330
AT3G28340	CARHR292630
AT1G71410	CARHR291300
AT1G44750	CARHR036000
AT1G60030	CARHR052940
AT1G11700	CARHR012010
AT5G53220	CARHR266290
AT1G26620	CARHR025350
AT1G24450	CARHR026680
AT5G67070	CARHR280580
AT1G50930	CARHR040970
AT5G18820	CARHR194180
AT5G64330	CARHR278260
AT5G65630	CARHR279590
AT4G38200	CARHR293970
AT1G13040	CARHR013370
AT1G11730	CARHR012040
AT1G47670	CARHR037300
AT1G72100	CARHR064910
AT5G53210	CARHR266280
AT1G28490	CARHR027980
AT1G24480	CARHR026650
AT1G26650	CARHR025320
AT5G67080	CARHR280570
AT5G18810	CARHR194190
AT2G18840	CARHR109400
AT1G11720	CARHR012030
AT1G49900	CARHR039970
AT5G64320	CARHR278250
AT1G13030	CARHR013360
AT1G14270	CARHR014690
AT1G47310	CARHR037310
AT4G38210	CARHR293980
AT1G72090	CARHR064900
AT1G26640	CARHR025330
AT1G01080	CARHR001380
AT1G28510	CARHR027990
ATCG00140	CARHR281890
AT1G50900	CARHR040950
AT1G23570	CARHR024000
AT5G67090	CARHR280560
AT5G65700	CARHR279690
AT1G71460	CARHR291210
AT5G63180	CARHR277030
AT3G01450	CARHR075510
AT4G04450	CARHR253060
AT3G14010	CARHR088820
AT1G01180	CARHR001290
AT1G26700	CARHR025260
AT1G72030	CARHR064850
AT5G52120	CARHR265050
AT1G70340	CARHR063520
AT4G04360	CARHR253070
AT5G63170	CARHR277020
AT1G80310	CARHR291220
AT1G60080	CARHR052860
AT3G02840	CARHR076850
AT1G12920	CARHR013260
AT3G01440	CARHR075520
AT3G12970	CARHR087500
AT4G33070	CARHR241090
AT1G01190	CARHR001280
AT3G14020	CARHR088830
AT1G26690	CARHR025270
AT1G50840	CARHR040890
AT5G52110	CARHR265040
AT1G72040	CARHR064840
ATCG00330	CARHR281990
AT1G80290	CARHR074200
AT3G23580	CARHR099500
AT1G12940	CARHR013290
AT2G40700	CARHR135800
AT3G02850	CARHR076860
AT1G49820	CARHR039880
AT3G01435	CARHR075530
AT5G65685	CARHR279670
AT1G47580	CARHR037220
AT4G38130	CARHR293890
AT4G11910	CARHR254370
AT4G04470	CARHR253040
AT3G28420	CARHR292560
AT1G61150	CARHR051520
AT1G71450	CARHR291230
AT3G12977	CARHR087510
AT3G13840	CARHR088840
ATCG00300	CARHR281980
AT1G72020	CARHR064830
AT4G33050	CARHR241060
AT5G53320	CARHR266360
AT4G34380	CARHR242390
AT1G12930	CARHR013280
AT1G49840	CARHR039890
AT2G40720	CARHR135810
AT3G02860	CARHR076870
AT5G65687	CARHR279660
AT1G47603	CARHR037230
AT3G28360	CARHR292570
AT5G63160	CARHR277000
AT1G71440	CARHR291240
AT3G12980	CARHR087520
AT3G14030	CARHR088850
AT3G02870	CARHR076880
AT5G52100	CARHR265020
AT5G67020	CARHR280640
ATCG00280	CARHR281970
AT5G54400	CARHR267680
AT4G33060	CARHR241070
AT5G53310	CARHR266350
AT1G72010	CARHR064820
AT5G09310	CARHR204090
AT4G22490	CARHR229390
AT2G40730	CARHR135820
AT4G04490	CARHR253020
AT5G65690	CARHR279650
AT1G71430	CARHR291250
AT4G11920	CARHR254350
AT3G02790	CARHR076800
AT5G64380	CARHR278320
AT4G10925	CARHR255680
ATCG00270	CARHR281960
AT1G69340	CARHR062230
AT5G67030	CARHR280630
AT4G34400	CARHR242370
AT5G54390	CARHR267670
AT4G33030	CARHR241040
AT5G53300	CARHR266340
AT5G52070	CARHR265010
AT1G47655	CARHR037290
AT2G39660	CARHR134500
AT1G72070	CARHR064890
AT1G61120	CARHR051570
AT1G71420	CARHR291260
AT5G64370	CARHR278310
AT4G04480	CARHR253030
AT5G65683	CARHR279640
AT4G11911	CARHR254360
AT3G26744	CARHR147810
AT1G66420	CARHR216080
AT5G67040	CARHR280620
AT5G53290	CARHR266330
AT1G72060	CARHR064880
AT3G20362	CARHR281950
AT1G69330	CARHR062220
AT2G40750	CARHR135840
AT5G52060	CARHR265000
AT5G55670	CARHR268990
AT4G33040	CARHR241050
AT4G34390	CARHR242380
AT3G50350	CARHR159810
AT2G39670	CARHR134510
AT1G47610	CARHR037260
AT3G51220	CARHR160800
AT4G11960	CARHR254330
AT4G10950	CARHR255660
AT1G60060	CARHR052890
AT1G61130	CARHR051560
AT3G26760	CARHR147830
AT3G02810	CARHR076820
AT5G51100	CARHR256990
AT5G65670	CARHR279630
AT3G13980	CARHR088800
AT1G71400	CARHR291280
AT3G26750	CARHR147820
AT1G72050	CARHR064870
AT4G33010	CARHR241020
AT5G53280	CARHR266320
AT4G34412	CARHR242350
AT2G40760	CARHR135850
AT1G70370	CARHR063540
AT1G69325	CARHR062210
AT5G42410	CARHR159820
AT4G35370	CARHR243680
AT5G55660	CARHR268980
AT3G50340	CARHR159800
AT1G62640	CARHR049250
AT4G11950	CARHR254340
AT1G60070	CARHR052880
AT3G02820	CARHR076830
AT2G03760	CARHR146510
AT3G26770	CARHR147840
AT3G01460	CARHR075500
AT5G65660	CARHR279620
AT4G10930	CARHR255670
AT3G14000	CARHR088810
AT3G25570	CARHR146500
AT1G26670	CARHR025290
AT5G67050	CARHR280600
ATCG00190	CARHR281930
AT5G54380	CARHR267640
AT5G55650	CARHR268970
AT4G33020	CARHR241030
AT2G40765	CARHR135860
AT1G70350	CARHR063530
AT1G69320	CARHR062200
AT4G35360	CARHR243690
AT2G38500	CARHR133200
AT4G34410	CARHR242360
AT1G69400	CARHR062280
AT3G51240	CARHR160820
AT4G11980	CARHR254310
AT4G24250	CARHR231670
AT3G11700	CARHR086250
AT4G10960	CARHR255640
AT5G65640	CARHR279610
AT3G26780	CARHR147850
ATCG00170	CARHR281920
AT4G11990	CARHR254300
AT5G55640	CARHR268960
AT4G34420	CARHR242330
AT2G40770	CARHR135870
AT2G39705	CARHR134540
AT5G54370	CARHR267630
AT5G53250	CARHR266300
AT4G36650	CARHR244990
AT5G07800	CARHR205380
AT2G38510	CARHR133210
AT4G22460	CARHR229350
AT2G23770	CARHR184800
AT1G69390	CARHR062270
AT3G51230	CARHR160810
AT4G10955	CARHR255650
AT4G24240	CARHR231660
AT4G11970	CARHR254320
AT2G02760	CARHR145200
AT4G16024	CARHR147860
ATCG00160	CARHR281910
AT2G39710	CARHR134550
AT4G22390	CARHR229340
AT4G35350	CARHR243670
AT3G22330	CARHR098230
AT5G54310	CARHR267620
AT4G34419	CARHR242340
AT4G33000	CARHR241010
AT3G50360	CARHR159830
AT1G80200	CARHR074280
AT5G09330	CARHR204060
AT3G49500	CARHR158500
AT5G07790	CARHR205390
AT2G40780	CARHR135880
AT1G70420	CARHR063590
AT5G55620	CARHR268930
AT4G35300	CARHR243630
AT4G34440	CARHR242300
AT3G26782	CARHR147870
AT5G51120	CARHR256950
AT3G51260	CARHR160840
AT4G24265	CARHR231690
AT3G11720	CARHR086270
ATCG00150	CARHR281900
AT3G62570	CARHR172820
AT4G11010	CARHR255610
AT5G51130	CARHR256940
AT4G36630	CARHR244970
AT4G35310	CARHR243640
AT3G23637	CARHR099590
AT4G22485	CARHR229370
AT1G80190	CARHR074290
AT3G22370	CARHR098260
AT2G40790	CARHR135890
AT2G38550	CARHR133230
AT2G39720	CARHR134560
AT5G55610	CARHR268920
AT3G51250	CARHR160830
AT4G34430	CARHR242310
AT1G70410	CARHR063580
AT1G69370	CARHR062250
AT5G51110	CARHR256960
AT2G18980	CARHR146550
AT3G26790	CARHR147880
AT4G10970	CARHR255630
AT4G24260	CARHR231680
AT2G02780	CARHR145220
AT5G35370	CARHR217390
AT3G62550	CARHR172810
AT4G11000	CARHR255620
AT1G69360	CARHR062240
AT4G35320	CARHR243650
AT4G36640	CARHR244980
AT3G23630	CARHR099580
AT3G50370	CARHR159850
AT2G39725	CARHR134570
AT5G09315	CARHR204080
AT4G22470	CARHR229360
AT4G35290	CARHR243610
AT5G55600	CARHR268910
AT3G01420	CARHR075550
AT2G02790	CARHR145230
AT3G51280	CARHR160860
AT3G26810	CARHR147890
AT2G23800	CARHR184830
AT4G27710	CARHR256920
AT3G11650	CARHR086200
AT4G24204	CARHR231620
AT3G02875	CARHR076890
AT3G01410	CARHR075560
AT3G49540	CARHR158550
AT2G38570	CARHR133250
AT1G05430	CARHR205340
AT5G09400	CARHR204010
AT3G48460	CARHR157220
AT5G06530	CARHR206670
AT3G50380	CARHR159880
AT3G61200	CARHR171510
AT3G62580	CARHR172840
AT2G39730	CARHR134580
AT5G16450	CARHR196810
AT2G28200	CARHR121090
AT3G23590	CARHR099510
AT5G55590	CARHR268900
AT2G02800	CARHR145240
AT3G13000	CARHR087550
AT3G14050	CARHR088880
AT5G37010	CARHR216000
AT3G25597	CARHR146570
AT3G51270	CARHR160850
AT4G13190	CARHR218660
AT5G48520	CARHR183510
AT2G23810	CARHR184840
AT3G61190	CARHR171500
AT4G24200	CARHR231610
AT3G01400	CARHR075570
AT3G11660	CARHR086210
AT4G36620	CARHR244960
AT5G09390	CARHR204020
AT3G49530	CARHR158540
AT2G38580	CARHR133260
AT5G07830	CARHR205350
AT4G25530	CARHR232940
AT5G06510	CARHR206680
AT2G39740	CARHR134590
AT3G48450	CARHR157210
AT5G16440	CARHR196820
AT2G23780	CARHR184810
AT2G28190	CARHR121080
AT3G22310	CARHR098210
AT4G25560	CARHR232980
AT4G24230	CARHR231650
AT3G11680	CARHR086230
AT4G13200	CARHR218670
AT2G02810	CARHR145250
AT3G25600	CARHR146580
AT5G51150	CARHR256900
AT3G01390	CARHR075580
AT3G11670	CARHR086220
AT4G24220	CARHR231640
AT3G48480	CARHR157240
AT3G23620	CARHR099550
AT1G80240	CARHR074250
AT3G49560	CARHR158570
AT3G22320	CARHR098220
AT2G38600	CARHR133270
AT5G07820	CARHR205360
AT5G09380	CARHR204030
AT3G59850	CARHR170200
AT3G61230	CARHR171530
AT3G62590	CARHR172860
AT1G69410	CARHR062290
AT3G25610	CARHR146590
AT3G22300	CARHR098200
AT4G35280	CARHR243600
AT3G23605	CARHR099530
AT4G25550	CARHR232970
AT3G11690	CARHR086240
AT3G51290	CARHR160870
AT2G02820	CARHR145260
AT5G35320	CARHR217350
AT5G16453	CARHR196800
AT2G38610	CARHR133280
AT5G51140	CARHR256910
AT4G23190	CARHR230300
AT4G24210	CARHR231630
AT4G25540	CARHR232960
AT3G23610	CARHR099540
AT1G80230	CARHR074260
AT5G09370	CARHR204040
AT3G49550	CARHR158560
AT3G48470	CARHR157230
AT5G07810	CARHR205370
AT3G61220	CARHR171520
AT3G26680	CARHR147690
AT4G13930	CARHR219820
AT5G27370	CARHR185960
AT5G05390	CARHR207840
AT3G58610	CARHR169000
AT5G42905	CARHR145030
AT2G23950	CARHR184630
AT3G52240	CARHR161990
AT3G51080	CARHR160660
AT5G06690	CARHR206510
AT3G48260	CARHR157020
AT3G49380	CARHR158350
AT5G16610	CARHR196610
AT3G60920	CARHR171310
AT5G47400	CARHR173970
AT3G62300	CARHR172640
AT4G13080	CARHR218500
AT4G13940	CARHR219830
AT5G05380	CARHR207850
AT3G51070	CARHR160650
AT5G27380	CARHR185970
AT3G52220	CARHR161980
AT5G48650	CARHR183310
AT4G14580	CARHR220800
AT2G39500	CARHR134390
AT5G06680	CARHR206520
AT5G47420	CARHR173960
AT5G15340	CARHR197950
AT5G02360	CARHR158340
AT3G48250	CARHR157010
AT3G60910	CARHR171300
AT5G16600	CARHR196620
AT2G02515	CARHR145050
AT5G05370	CARHR207860
AT3G58630	CARHR169020
AT4G14605	CARHR220830
AT2G28350	CARHR121280
AT3G49400	CARHR158370
AT3G48280	CARHR157040
AT5G07990	CARHR205200
AT3G62330	CARHR172660
AT4G25400	CARHR232810
AT5G15390	CARHR197920
AT2G02500	CARHR145060
AT4G13090	CARHR218520
AT5G05365	CARHR207870
AT4G14590	CARHR220820
AT2G28340	CARHR121270
AT3G51090	CARHR160670
AT2G38420	CARHR133080
AT5G06670	CARHR206540
AT3G62310	CARHR172650
AT4G25390	CARHR232800
AT1G24430	CARHR026700
AT3G62360	CARHR172690
AT5G15320	CARHR197990
AT3G58650	CARHR169040
AT2G02510	CARHR145070
AT2G23970	CARHR184670
AT5G05480	CARHR207800
AT2G28330	CARHR121260
AT3G10550	CARHR085080
AT1G14290	CARHR014710
AT3G48290	CARHR157060
AT2G23980	CARHR184680
AT3G49430	CARHR158390
AT3G62340	CARHR172680
AT5G17850	CARHR195320
AT1G03365	CARHR002740
AT1G24420	CARHR026710
AT1G03350	CARHR002720
AT2G02540	CARHR145080
AT5G49480	CARHR182020
AT3G51100	CARHR160690
AT3G10570	CARHR085090
AT1G14280	CARHR014700
AT2G23990	CARHR184690
AT3G49410	CARHR158380
AT5G17840	CARHR195330
AT5G16560	CARHR196660
AT5G19000	CARHR194000
AT3G21190	CARHR097060
AT2G02560	CARHR145090
AT3G61070	CARHR171380
AT3G59680	CARHR170050
AT2G23960	CARHR184650
AT2G28315	CARHR121240
AT5G27395	CARHR185980
AT5G05440	CARHR207820
AT2G19070	CARHR109590
AT3G21210	CARHR097090
AT5G15330	CARHR197960
AT1G03380	CARHR002760
AT3G59670	CARHR170040
AT5G16590	CARHR196630
AT5G17870	CARHR195300
AT1G01050	CARHR001430
AT3G61060	CARHR171370
AT3G58670	CARHR169050
AT5G48630	CARHR183330
AT5G05410	CARHR207830
AT5G27390	CARHR185990
AT1G14310	CARHR014730
AT1G14300	CARHR014720
AT5G06700	CARHR206500
AT3G48330	CARHR157070
AT5G17860	CARHR195310
AT1G03370	CARHR002750
AT3G59660	CARHR170030
AT5G16570	CARHR196640
AT1G01060	CARHR001420
AT3G21200	CARHR097080
AT5G17800	CARHR195370
AT5G18960	CARHR194040
AT3G59700	CARHR170070
AT1G48760	CARHR038730
AT5G48600	CARHR037400
AT1G13080	CARHR013430
AT1G14330	CARHR014760
AT2G20060	CARHR110570
AT1G26550	CARHR025420
AT1G24350	CARHR026750
AT1G02205	CARHR000120
AT1G03430	CARHR002780
AT5G64280	CARHR278190
AT3G58690	CARHR169070
AT3G59690	CARHR170060
AT5G18940	CARHR194050
AT5G17790	CARHR195380
AT3G61080	CARHR171390
AT5G64970	CARHR293800
AT1G48770	CARHR038740
AT1G14320	CARHR014750
AT2G28290	CARHR121200
AT1G03390	CARHR002770
AT1G24340	CARHR026760
AT2G21050	CARHR111890
AT1G23690	CARHR024100
AT4G21240	CARHR001440
AT5G64960	CARHR293810
AT5G17820	CARHR195350
AT5G64270	CARHR278180
AT3G26830	CARHR013450
AT1G14345	CARHR014780
AT1G11780	CARHR012120
AT2G29260	CARHR122520
AT1G02180	CARHR000140
AT5G17830	CARHR195340
AT2G21045	CARHR111880
AT1G24400	CARHR026730
AT1G26570	CARHR025400
AT3G58710	CARHR169090
AT5G16550	CARHR196690
AT3G59710	CARHR170080
AT5G64260	CARHR278170
AT5G17810	CARHR195360
AT5G18970	CARHR194030
AT1G14340	CARHR014770
AT2G30410	CARHR123850
AT1G11770	CARHR012110
AT2G17820	CARHR108230
AT1G01040	CARHR001460
AT5G67160	CARHR280480
AT1G03440	CARHR002790
AT1G24360	CARHR026740
AT1G26560	CARHR025410
AT1G02190	CARHR000130
AT4G12040	CARHR254190
AT5G18930	CARHR194080
AT1G62500	CARHR049420
AT3G28460	CARHR292500
AT5G64250	CARHR278160
AT2G20960	CARHR111850
AT1G11800	CARHR012140
AT5G64940	CARHR293830
AT2G19010	CARHR109530
AT1G44890	CARHR036110
AT3G21165	CARHR108200
AT1G60770	CARHR051740
AT1G61900	CARHR050410
AT2G20980	CARHR111860
AT1G02160	CARHR000160
AT1G01020	CARHR001490
AT1G70510	CARHR063720
AT5G64230	CARHR278150
AT2G20030	CARHR110510
AT1G62450	CARHR049430
AT5G65500	CARHR279480
AT1G11790	CARHR012130
AT1G44900	CARHR036120
AT1G14350	CARHR014790
AT5G64930	CARHR293840
AT3G28455	CARHR292510
AT1G60760	CARHR051730
AT1G61930	CARHR050400
AT1G26500	CARHR025470
AT1G02170	CARHR000150
AT1G01030	CARHR001480
AT5G67170	CARHR280460
AT1G62520	CARHR049400
AT4G12060	CARHR254170
AT5G65490	CARHR279470
AT5G18950	CARHR194060
AT2G18969	CARHR109510
AT2G20020	CARHR110500
AT1G11840	CARHR012160
AT1G48780	CARHR038750
AT3G28450	CARHR292520
AT5G64220	CARHR278140
AT4G34050	CARHR242190
AT5G54230	CARHR267490
AT5G53130	CARHR266160
AT1G02145	CARHR000180
AT1G24320	CARHR026770
AT5G65980	CARHR281780
AT1G23710	CARHR024110
AT5G67180	CARHR280450
AT1G62510	CARHR049410
AT4G12050	CARHR254180
AT2G20920	CARHR111820
AT3G28430	CARHR292530
AT1G13110	CARHR013480
AT1G47830	CARHR037430
AT1G11820	CARHR012150
AT5G65480	CARHR279460
AT1G48790	CARHR038760
AT2G19000	CARHR109520
AT1G44835	CARHR036100
AT5G67190	CARHR280440
AT1G23730	CARHR024120
AT1G24310	CARHR026780
AT1G26520	CARHR025450
AT1G02150	CARHR000170
AT5G53120	CARHR266150
AT5G65990	CARHR281770
AT3G23640	CARHR099600
AT1G80180	CARHR074300
AT1G13060	CARHR013390
AT1G11750	CARHR012060
AT1G61105	CARHR051660
AT5G65020	CARHR293750
AT3G02930	CARHR076960
AT1G62150	CARHR050330
AT1G59990	CARHR052990
AT3G01350	CARHR075630
AT4G34450	CARHR242290
AT3G13050	CARHR087610
AT3G14080	CARHR088940
AT1G26590	CARHR025380
AT5G67100	CARHR280550
AT1G70480	CARHR063640
AT5G53190	CARHR266260
ATCG00130	CARHR281880
AT4G12000	CARHR254280
AT1G80170	CARHR074310
AT1G13050	CARHR013380
AT1G60000	CARHR052980
AT3G02940	CARHR076970
AT1G61110	CARHR051650
AT1G71696	CARHR291100
AT5G64300	CARHR278230
AT5G65600	CARHR279560
AT3G01340	CARHR075640
AT5G65010	CARHR293760
AT1G26580	CARHR025390
AT3G16690	CARHR000070
AT3G13060	CARHR087620
AT3G14090	CARHR088950
AT5G67110	CARHR280540
AT1G72130	CARHR064960
ATCG00120	CARHR281870
AT5G54290	CARHR267580
AT5G53180	CARHR266250
AT1G70470	CARHR063630
AT1G69420	CARHR062300
AT1G11760	CARHR012080
AT3G02950	CARHR076980
AT1G71695	CARHR291110
AT1G60010	CARHR052970
AT5G65590	CARHR279550
AT1G48745	CARHR038670
AT1G47740	CARHR037340
AT1G44760	CARHR036010
AT4G11030	CARHR255580
AT4G12010	CARHR254250
AT5G65000	CARHR293770
AT1G42480	CARHR292440
AT1G24440	CARHR026690
AT3G13062	CARHR087630
AT3G14100	CARHR088960
AT3G02960	CARHR076990
AT1G50940	CARHR040980
AT1G26610	CARHR025360
AT5G67120	CARHR280530
AT1G72110	CARHR064950
AT5G53170	CARHR266240
AT1G11755	CARHR012070
AT1G79340	CARHR073000
AT1G80165	CARHR074330
AT1G47750	CARHR037350
AT3G14120	CARHR088980
AT3G01329	CARHR075660
AT1G44770	CARHR036020
AT4G12020	CARHR254260
AT5G64990	CARHR293780
AT5G63670	CARHR278210
AT1G71692	CARHR291120
AT3G11760	CARHR086310
AT1G26600	CARHR025370
AT3G13065	CARHR087640
AT3G14110	CARHR088970
ATCG00050	CARHR281850
AT1G50950	CARHR040990
AT5G67130	CARHR280520
AT5G55580	CARHR268890
AT5G54270	CARHR267560
AT4G34460	CARHR242280
AT1G70440	CARHR063610
AT1G69440	CARHR062360
AT5G51160	CARHR256890
AT4G24180	CARHR231590
AT5G64980	CARHR293790
AT3G02890	CARHR076920
AT1G71691	CARHR291130
AT5G64290	CARHR278200
AT5G35180	CARHR217280
AT3G14060	CARHR088900
AT5G67140	CARHR280510
AT4G35260	CARHR243580
AT4G22360	CARHR229270
AT3G24000	CARHR242250
AT5G55570	CARHR268880
AT4G24175	CARHR231580
AT1G63390	CARHR049390
AT1G71690	CARHR291140
AT5G65540	CARHR279520
AT4G11040	CARHR255570
AT3G14067	CARHR088910
AT3G29280	CARHR292480
AT5G67150	CARHR280500
ATCG00020	CARHR281830
AT5G54260	CARHR267540
AT1G68325	CARHR061010
AT5G55560	CARHR268870
AT2G40610	CARHR135720
AT1G44790	CARHR036050
AT1G61950	CARHR050350
AT1G60670	CARHR051680
AT3G02910	CARHR076940
AT1G71680	CARHR291150
AT3G01370	CARHR075610
AT3G28470	CARHR292490
AT3G14070	CARHR088920
AT1G71530	CARHR291160
AT5G65950	CARHR281820
AT1G70500	CARHR063660
AT1G72140	CARHR064990
AT5G55540	CARHR268860
AT5G54250	CARHR267530
AT4G35240	CARHR243560
AT1G68320	CARHR061000
AT4G34110	CARHR242230
AT2G40620	CARHR135730
AT4G22370	CARHR229280
AT2G39510	CARHR134400
AT1G44800	CARHR036060
AT4G11060	CARHR255550
AT3G02920	CARHR076950
AT1G61100	CARHR051670
AT5G65520	CARHR279500
AT3G01360	CARHR075620
AT5G51170	CARHR256880
AT1G71520	CARHR291170
AT3G13040	CARHR087600
AT3G14075	CARHR088930
AT5G55530	CARHR268850
AT4G34120	CARHR242240
AT2G40630	CARHR135740
AT1G69430	CARHR062320
AT4G35250	CARHR243570
AT5G54240	CARHR267500
AT4G25450	CARHR232880
AT4G34090	CARHR242200
AT4G23170	CARHR230220
AT4G24150	CARHR231550
AT3G11820	CARHR086370
AT4G11080	CARHR255520
AT3G10525	CARHR085040
